06516517Romain         Brun       63292PUY-SAINT-GULMIER                                 PUY-DE-DOME                 AUVERGNE                      03551201097000851501602706
06651836Anne           Petit      01384SAINT-RAMBERT-EN-BUGEY                            AIN                         RHONE-ALPES                   01859600564200399200896202
07035090Sylvie         Chevalier  60457LA NEUVILLE-SAINT-PIERRE                          OISE                        PICARDIE                      05388801639601174402574803
07790254Julie          Pichon     11210LUC-SUR-ORBIEU                                    AUDE                        LANGUEDOC-ROUSSILLON          01387800489800452600445404
08248887Guy            Da Silva   87095MEUZAC                                            HAUTE-VIENNE                LIMOUSIN                      02927100941700839801145607
08312288Marine         Nicolas    50302LE MESNIL-AMEY                                    MANCHE                      BASSE-NORMANDIE               00909500304000303900301602
08792761Julien         Martin     23184SAINT-BARD                                        CREUSE                      LIMOUSIN                      02892900885800672201334904
08810101Mathilde       Le Roux    87176SAINT-PRIEST-LIGOURE                              HAUTE-VIENNE                LIMOUSIN                      04000401207500829701963204
08901996Gerard         Blanchard  13050LAMBESC                                           BOUCHES-DU-RHONE            PROVENCE-ALPES-COTE D'AZUR    09943603034802159604749206
09236131Maxime         Guillaume  72268SAINT-BIEZ-EN-BELIN                               SARTHE                      PAYS DE LA LOIRE              01223300394700358200470404
09486734Arnaud         Mallet     91240FONTAINE-LA-RIVIERE                               ESSONNE                     ILE-DE-FRANCE                 05296401588901059302648201
09654960Agnes          Roussel    45162GUIGNEVILLE                                       LOIRET                      CENTRE                        02019400615300441900962203
09861619Laure          Hamon      53124LAIGNE                                            MAYENNE                     PAYS DE LA LOIRE              01659200550800523600584805
10007732Nathalie       Hamon      60112BRUNVILLERS-LA-MOTTE                              OISE                        PICARDIE                      05311801652401310702348704
10034778Christophe     Weber      18072CORNUSSE                                          CHER                        CENTRE                        00327300109100109100109102
10447845Jean-Marc      Guillot    65411SASSIS                                            HAUTES-PYRENEES             MIDI-PYRENEES                 00364800122400121200121201
10618732Stephane       Carpentier 08335OMONT                                             ARDENNES                    CHAMPAGNE-ARDENNE             05288801630101236102422606
11367500Michele        Guillaume  10009ARRELLES                                          AUBE                        CHAMPAGNE-ARDENNE             00505800167200163000175602
11804886Agnes          Marie      52443SAILLY                                            HAUTE-MARNE                 CHAMPAGNE-ARDENNE             01480300484300462500533505
13171421Pascale        Rodriguez  33210JUILLAC                                           GIRONDE                     AQUITAINE                     12800403890102763306147008
13249378Maryse         Bonnet     76039LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN               SEINE-MARITIME              HAUTE-NORMANDIE               07784002368801678903736305
13363126Loic           Le Roux    12277TAUSSAC                                           AVEYRON                     MIDI-PYRENEES                 03975601226800931501817304
13469182Maxime         Pasquier   63454VERTOLAYE                                         PUY-DE-DOME                 AUVERGNE                      10618503209202247205162106
13831091Joel           Garcia     85304VOUILLE-LES-MARAIS                                VENDEE                      PAYS DE LA LOIRE              05977601859001448802669805
13975135Daniel         Noel       01133CRESSIN-ROCHEFORT                                 AIN                         RHONE-ALPES                   03898001208300931701758006
14656942Louis          Langlois   14223LE DETROIT                                        CALVADOS                    BASSE-NORMANDIE               04310401324901040201945303
15149589Quentin        Richard    37192REIGNAC-SUR-INDRE                                 INDRE-ET-LOIRE              CENTRE                        04701601425300999502276804
15250782Jacques        Gaillard   52541VITRY-LES-NOGENT                                  HAUTE-MARNE                 CHAMPAGNE-ARDENNE             05080301554701170402355204
15421720Thierry        Garnier    17337SAINT-GEORGES-D'OLERON                            CHARENTE-MARITIME           POITOU-CHARENTES              03057000917100611401528502
15471596Jean-Pierre    Robert     53002ALEXAIN                                           MAYENNE                     PAYS DE LA LOIRE              13151104025902955706169509
15598420Brigitte       Delaunay   26378VOLVENT                                           DROME                       RHONE-ALPES                   01093400306400399900387102
16006637Remi           Rey        47204PEYRIERE                                          LOT-ET-GARONNE              AQUITAINE                     07262002225501635103401405
16181573Pierre         Carlier    69050CHATILLON                                         RHONE                       RHONE-ALPES                   01889500660700636700592105
16414117Enzo           Leroux     31569VAUDREUILLE                                       HAUTE-GARONNE               MIDI-PYRENEES                 01246100417800416800411503
16494431Philippe       Daniel     22246POMMERET                                          COTES-D'ARMOR               BRETAGNE                      10895503339902429005126605
16680435Lucie          Paris      84069MALAUCENE                                         VAUCLUSE                    PROVENCE-ALPES-COTE D'AZUR    02002600612900453100936602
16920255Sophie         Leger      50096CANTELOUP                                         MANCHE                      BASSE-NORMANDIE               00763200254400256000252804
17012105Alexandre      Lambert    85116LA JONCHERE                                       VENDEE                      PAYS DE LA LOIRE              00400100127500110000162604
17203181Claude         Remy       09269SAINT-MARTIN-DE-CARALP                            ARIEGE                      MIDI-PYRENEES                 00819700271500266300281902
17524069Alexandre      Durand     85102GRAND'LANDES                                      VENDEE                      PAYS DE LA LOIRE              02708700846600676401185704
17660086Clara          Guichard   89392SERMIZELLES                                       YONNE                       BOURGOGNE                     01126700376000376000374705
17718624Jean-Paul      Millet     85185PUYRAVAULT                                        VENDEE                      PAYS DE LA LOIRE              03461301042700707601711002
17824067Rene           Weber      07064LE CHEYLARD                                       ARDECHE                     RHONE-ALPES                   01276600404700349700522204
18218172Vanessa        Royer      03321YZEURE                                            ALLIER                      AUVERGNE                      02779800929000838901011906
18249675Laura          Fontaine   89452VILLECIEN                                         YONNE                       BOURGOGNE                     01858100575800445200837105
18516247Claudine       Leroux     11309RENNES-LE-CHATEAU                                 AUDE                        LANGUEDOC-ROUSSILLON          01539300504900522500511905
19040400Christiane     Daniel     84143VENASQUE                                          VAUCLUSE                    PROVENCE-ALPES-COTE D'AZUR    00441800148300148200145303
19179761Maryse         Nicolas    25034AUXON-DESSOUS                                     DOUBS                       FRANCHE-COMTE                 02897600927000755401215204
19440206Sylvie         Berger     71282MARMAGNE                                          SAONE-ET-LOIRE              BOURGOGNE                     00656300212300222000222002
19449282Christine      Nicolas    44068GUENROUET                                         LOIRE-ATLANTIQUE            PAYS DE LA LOIRE              00826300276700276700272901
19651147Anne-marie     Pelletier  62572METZ-EN-COUTURE                                   PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            07136002159101513603463304
19696185Frederic       Fleury     57330HOLVING                                           MOSELLE                     LORRAINE                      04536301406301075002055005
19966291Julie          Remy       19230SAINT-PARDOUX-CORBIER                             CORREZE                     LIMOUSIN                      00587700195900195900195901
20182496Ludovic        Poirier    40268SAINT-LAURENT-DE-GOSSE                            LANDES                      AQUITAINE                     02022100648900544700828503
20204903Mathilde       Vincent    27467PONT-AUDEMER                                      EURE                        HAUTE-NORMANDIE               12135003693902566405874705
20648001Patrick        Lecomte    49226NOELLET                                           MAINE-ET-LOIRE              PAYS DE LA LOIRE              01976300630700544300801304
21043396Claire         Tessier    46236REILHAGUET                                        LOT                         MIDI-PYRENEES                 05998201805001221802971404
21062857Didier         Dubois     55252IRE-LE-SEC                                        MEUSE                       LORRAINE                      05589701704701227602657404
21315489Chantal        Da Silva   38537LA VERPILLIERE                                    ISERE                       RHONE-ALPES                   00698600256900219900221801
21326439Bernadette     Olivier    60275GLATIGNY                                          OISE                        PICARDIE                      05758301753601265302739404
21832264Baptiste       Lucas      50497SAINT-JORES                                       MANCHE                      BASSE-NORMANDIE               00768600258000256200254403
21888816Benjamin       Colin      64093BARCUS                                            PYRENEES-ATLANTIQUES        AQUITAINE                     00598700197100198800202803
22124774Celine         Dufour     21260FAIN-LES-MOUTIERS                                 COTE-D'OR                   BOURGOGNE                     06388701966601476502945605
22236205Ines           Marchand   78034AUTEUIL                                           YVELINES                    ILE-DE-FRANCE                 08903502720602050204132706
22536550Julie          Bailly     08239JUNIVILLE                                         ARDENNES                    CHAMPAGNE-ARDENNE             08696902670701951804074405
22626383Thierry        Charles    01298PLAGNE                                            AIN                         RHONE-ALPES                   06894202082501466903344804
23209454Pauline        Barthelemy 85240SAINT-MALO-DU-BOIS                                VENDEE                      PAYS DE LA LOIRE              04733301437701045502250104
23441679Didier         Collet     88063BOCQUEGNEY                                        VOSGES                      LORRAINE                      01349700447600440800461303
23515040Remi           Gerard     21035AUVILLARS-SUR-SAONE                               COTE-D'OR                   BOURGOGNE                     11784003549202412905821905
23875166Pascal         Bouchet    19239SAINT-ROBERT                                      CORREZE                     LIMOUSIN                      07955102445301742703767105
23928330Nicole         Blanc      56052DAMGAN                                            MORBIHAN                    BRETAGNE                      02334100747800629300957003
23955019Joel           Bouvier    04189SAINT-MARTIN-DE-BROMES                            ALPES-DE-HAUTE-PROVENCE     PROVENCE-ALPES-COTE D'AZUR    05610301732801196902680605
24261186Antoine        Da Silva   83069HYERES                                            VAR                         PROVENCE-ALPES-COTE D'AZUR    07417402299001689203429208
24527164Lionel         Antoine    19169PUY-D'ARNAC                                       CORREZE                     LIMOUSIN                      08651002676801999703974508
24649212Sandra         Collet     21646TROUHAUT                                          COTE-D'OR                   BOURGOGNE                     00557200172700133700250802
24683068Clement        Martin     70124CHAMPTONNAY                                       HAUTE-SAONE                 FRANCHE-COMTE                 10397203138202155605103403
24897586Danielle       Adam       35346TRIMER                                            ILLE-ET-VILAINE             BRETAGNE                      04288901361401157101770406
25398246Pierre         David      59608VENDEGIES-SUR-ECAILLON                            NORD                        NORD-PAS-DE-CALAIS            03665701189101141001335608
26158316Matthieu       Laporte    31041BAGIRY                                            HAUTE-GARONNE               MIDI-PYRENEES                 01387900442700461800483405
26513120Alain          Royer      52350NEUVELLE-LES-VOISEY                               HAUTE-MARNE                 CHAMPAGNE-ARDENNE             09433802862602018104553105
26685513Pierre         Delaunay   82049DONZAC                                            TARN-ET-GARONNE             MIDI-PYRENEES                 01191000406200401800383002
26932097Pascal         Besson     25202DOMPIERRE-LES-TILLEULS                            DOUBS                       FRANCHE-COMTE                 00168000050200057700060101
27062160Francois       Cousin     63313SAINT-ALYRE-ES-MONTAGNE                           PUY-DE-DOME                 AUVERGNE                      01139300350900394200394204
28302145Raphael        Charles    77430SAINT-PATHUS                                      SEINE-ET-MARNE              ILE-DE-FRANCE                 14286004302402903307080306
28455899Philippe       Arnaud     20161MOITA                                             HAUTE-CORSE                 CORSE                         11920803594402481405845006
28697516Jocelyne       Perret     55374NANT-LE-PETIT                                     MEUSE                       LORRAINE                      01464900488300488300488303
28741466Jocelyne       Barthelemy 38064CESSIEU                                           ISERE                       RHONE-ALPES                   00520200173400173400173401
29002209Fanny          Guichard   41189RILLY-SUR-LOIRE                                   LOIR-ET-CHER                CENTRE                        01252400417200403000432203
29353559Clement        Riviere    59467PONT-SUR-SAMBRE                                   NORD                        NORD-PAS-DE-CALAIS            04529901411601149501968805
29622637Cecile         Clement    01339SAINT-BERNARD                                     AIN                         RHONE-ALPES                   00872200296400287900287903
29639902Cyril          Marty      76492OUVILLE-LA-RIVIERE                                SEINE-MARITIME              HAUTE-NORMANDIE               00533000176900178100178002
30302648Frederic       Pichon     61220LA LANDE-SUR-EURE                                 ORNE                        BASSE-NORMANDIE               06911402107801554303249305
30614720Enzo           Bertrand   65211GUCHAN                                            HAUTES-PYRENEES             MIDI-PYRENEES                 05285301584201100302600802
30940824Jean-Marc      Gauthier   70120CHAMPAGNEY                                        HAUTE-SAONE                 FRANCHE-COMTE                 05742501738301231202773003
31031541Morgane        Laurent    53190LE RIBAY                                          MAYENNE                     PAYS DE LA LOIRE              01038300337200346900354202
31148347Angelique      Collet     27285GIVERNY                                           EURE                        HAUTE-NORMANDIE               08132202449001662604020604
31159124Didier         David      89198GURGY                                             YONNE                       BOURGOGNE                     08915002750602040004124409
31487098Joel           Benard     76030AUBERMESNIL-BEAUMAIS                              SEINE-MARITIME              HAUTE-NORMANDIE               11189403399002404805385605
31781157Christelle     Rolland    16138FLEAC                                             CHARENTE                    POITOU-CHARENTES              03572701164501055601352607
31902615Christiane     Jacquet    76410MAROMME                                           SEINE-MARITIME              HAUTE-NORMANDIE               01458200534300462600461304
32095948Claire         Klein      14728VAUCELLES                                         CALVADOS                    BASSE-NORMANDIE               05954201816501307802829907
32126138Lucas          Philippe   62766SAINT-OMER-CAPELLE                                PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            02541100778800574001188304
32216402Anne           Marchal    55347LES MONTHAIRONS                                   MEUSE                       LORRAINE                      01354800408900280900665002
32370726Mathilde       Daniel     36061CROZON-SUR-VAUVRE                                 INDRE                       CENTRE                        08062802460501807303795006
32643427Amelie         Cousin     26061BREN                                              DROME                       RHONE-ALPES                   14821804452102987107382604
32676569Alain          Besson     38175FROGES                                            ISERE                       RHONE-ALPES                   00806600268000234600304004
33046985Guy            Deschamps  67257LAMPERTSLOCH                                      BAS-RHIN                    ALSACE                        02334300760600750100823605
33103345Patricia       Germain    07279SAINT-MONTAN                                      ARDECHE                     RHONE-ALPES                   00321600106800106600108204
33224562Bruno          Marechal   69254VALSONNE                                          RHONE                       RHONE-ALPES                   03565001091500830701642804
33254118Lionel         Prevost    86221SAINT-GENEST-D'AMBIERE                            VIENNE                      POITOU-CHARENTES              01585100528800527500528803
33452146Dominique      Menard     14510LA POMMERAYE                                      CALVADOS                    BASSE-NORMANDIE               01415100462400478200474504
33470816Cecile         Guyot      39078BREVANS                                           JURA                        FRANCHE-COMTE                 10054803104102244304706407
33541933Emmanuelle     Renard     56198ROHAN                                             MORBIHAN                    BRETAGNE                      20878606263704176310438605
34039073Julien         Charles    09037BARJAC                                            ARIEGE                      MIDI-PYRENEES                 04652901457601117902077406
34189210Manon          Marechal   76594SAINT-JEAN-DU-CARDONNAY                           SEINE-MARITIME              HAUTE-NORMANDIE               01581200526300528600526303
34302005Clara          Bourgeois  19261SORNAC                                            CORREZE                     LIMOUSIN                      02898700890800757901250004
34721298Sebastien      Etienne    26187MOLIERES-GLANDAZ                                  DROME                       RHONE-ALPES                   05609301683401124402801503
34817564Genevieve      Poirier    60400LE MESNIL-SUR-BULLES                              OISE                        PICARDIE                      01852400615300621400615705
35109360Mathieu        Jacob      95012AMENUCOURT                                        VAL-D'OISE                  ILE-DE-FRANCE                 01881600603700537700740206
35891210Beatrice       Dumas      83141TRANS-EN-PROVENCE                                 VAR                         PROVENCE-ALPES-COTE D'AZUR    00986300307200236400442702
36384417Thomas         Girard     77112CHEVRAINVILLIERS                                  SEINE-ET-MARNE              ILE-DE-FRANCE                 08160702459301689904011505
36491063Lea            Bouchet    66047CAUDIES-DE-CONFLENT                               PYRENEES-ORIENTALES         LANGUEDOC-ROUSSILLON          04469501306801032902129803
37081663Marine         Lacroix    61309NOCE                                              ORNE                        BASSE-NORMANDIE               18672205604603746209321405
38171029Francoise      Lamy       39380NANCUISE                                          JURA                        FRANCHE-COMTE                 03713301164900950001598405
38260866Laurent        Roussel    88513VINCEY                                            VOSGES                      LORRAINE                      01161700390700379300391704
38611427Julie          Perrin     71120CHAUFFAILLES                                      SAONE-ET-LOIRE              BOURGOGNE                     01678000527000423400727603
39076216Danielle       Boulanger  73103DRUMETTAZ-CLARAFOND                               SAVOIE                      RHONE-ALPES                   16858505172903600508085109
39107533Christian      Vasseur    26173MARCHES                                           DROME                       RHONE-ALPES                   02753200890800730901131504
39202850Marine         Richard    59294HAYNECOURT                                        NORD                        NORD-PAS-DE-CALAIS            00458200153100153100152002
39786892Laure          Germain    14702TOURNAY-SUR-ODON                                  CALVADOS                    BASSE-NORMANDIE               10835203269302245405320504
39826330Paul           Chauvin    46202MONTDOUMERC                                       LOT                         MIDI-PYRENEES                 01063800365200357200341403
39925966Christelle     Berger     53153MEZANGERS                                         MAYENNE                     PAYS DE LA LOIRE              02849500854800569901424802
40309825Valerie        Martin     62263DAINVILLE                                         PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            01161300388800385400387102
40330886Marine         Huet       47281SAINT-URCISSE                                     LOT-ET-GARONNE              AQUITAINE                     00307300102200102900102201
40424394Sebastien      Laporte    55197FRESNES-AU-MONT                                   MEUSE                       LORRAINE                      00734100244100245900244101
40453026Xavier         Lejeune    59028AUBY                                              NORD                        NORD-PAS-DE-CALAIS            01666000541300467500657203
40719214Anne-marie     Lejeune    43136MONISTROL-D'ALLIER                                HAUTE-LOIRE                 AUVERGNE                      03887701179600838401869703
40978144Jacqueline     Lacroix    54526TOMBLAINE                                         MEURTHE-ET-MOSELLE          LORRAINE                      01080900352900274300453703
41014271Vanessa        Boulanger  67536WINDSTEIN                                         BAS-RHIN                    ALSACE                        03530301098000891501540805
41176125Caroline       Tessier    32301ORDAN-LARROQUE                                    GERS                        MIDI-PYRENEES                 06230701916401418802895504
41715191Jean-Michel    Jean       73077LES CHAPELLES                                     SAVOIE                      RHONE-ALPES                   00666700213400223100230203
41998390Bruno          Nicolas    71145CORMATIN                                          SAONE-ET-LOIRE              BOURGOGNE                     03085300927200623601534503
42268099Kevin          Clement    65359PEYRIGUERE                                        HAUTES-PYRENEES             MIDI-PYRENEES                 00553800184600184600184602
42476029Mickael        Blanchard  32302ORNEZAN                                           GERS                        MIDI-PYRENEES                 08177002484101754703938206
43144488Amelie         Garcia     49061CHALLAIN-LA-POTHERIE                              MAINE-ET-LOIRE              PAYS DE LA LOIRE              08305702502901706004096805
43525420Pascal         Poirier    74173MEGEVE                                            HAUTE-SAVOIE                RHONE-ALPES                   11762003540002401605820405
44143535Marion         Humbert    95582SANNOIS                                           VAL-D'OISE                  ILE-DE-FRANCE                 11660603545402421805693404
44251337Michele        Riviere    51005ALLEMANT                                          MARNE                       CHAMPAGNE-ARDENNE             00332100099600066400166102
44283796Yannick        Brunet     62276DOUVRIN                                           PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            09020702723001862504435204
44472013Laure          Barbier    60555ROUVROY-LES-MERLES                                OISE                        PICARDIE                      03045600933700690101421803
44492792Carole         Humbert    41263TREHET                                            LOIR-ET-CHER                CENTRE                        02235100711000590300933804
44498300Marine         Bouvier    14764PONT-D'OUILLY                                     CALVADOS                    BASSE-NORMANDIE               01038500345000348500345002
44703324Denis          Lopez      56233SAINT-PHILIBERT                                   MORBIHAN                    BRETAGNE                      00515600174600171100169902
45018731Arnaud         Prevost    53053CHAMPGENETEUX                                     MAYENNE                     PAYS DE LA LOIRE              05259901597501132302530104
45262060Marine         Schneider  43061CHASPINHAC                                        HAUTE-LOIRE                 AUVERGNE                      01737500550300469400717803
46336790Mireille       Breton     16360SALLES-DE-BARBEZIEUX                              CHARENTE                    POITOU-CHARENTES              03281401019300794301467805
46365108Bernard        Roger      14163CLEVILLE                                          CALVADOS                    BASSE-NORMANDIE               16124304919503512807692009
46490937Jeremy         Rolland    60650TRUMILLY                                          OISE                        PICARDIE                      00321300106700107900106702
46954453Sandra         Marty      20318TAGLIO-ISOLACCIO                                  HAUTE-CORSE                 CORSE                         10126403077902093904954604
47496813Brigitte       Masson     51359MECRINGES                                         MARNE                       CHAMPAGNE-ARDENNE             11599203533702539005526507
47685730Yves           Pelletier  88351PLOMBIERES-LES-BAINS                              VOSGES                      LORRAINE                      02726200833700628301264205
47805553Pascale        Louis      80390GRIVESNES                                         SOMME                       PICARDIE                      01993400663600666200663605
47820949Pierre         Laporte    87040CHATEAUNEUF-LA-FORET                              HAUTE-VIENNE                LIMOUSIN                      08680002639101915204125707
48076270Jean-Claude    Fontaine   62768SAINT-REMY-AU-BOIS                                PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            01273300398400330400544503
48459285Martine        Marie      35260SAINT-CHRISTOPHE-DES-BOIS                         ILLE-ET-VILAINE             BRETAGNE                      01363400450200457500455705
48709414Adrien         Adam       48153SAINT-GAL                                         LOZERE                      LANGUEDOC-ROUSSILLON          02246300705400685100855807
48855116Gilles         Marie      14031LES AUTHIEUX-PAPION                               CALVADOS                    BASSE-NORMANDIE               06240301892901322403025004
48880966Agnes          Gaillard   71526SOLUTRE-POUILLY                                   SAONE-ET-LOIRE              BOURGOGNE                     11598103512102455005631007
48932584Benoit         Muller     27092BOSGUERARD-DE-MARCOUVILLE                         EURE                        HAUTE-NORMANDIE               00619700201100186100232503
49679310Gerard         Pasquier   77042BOISSY-LE-CHATEL                                  SEINE-ET-MARNE              ILE-DE-FRANCE                 00478700157000155500166201
49842273Thierry        Lejeune    04161MEOLANS-REVEL                                     ALPES-DE-HAUTE-PROVENCE     PROVENCE-ALPES-COTE D'AZUR    13903904150302887706865907
50284958Patrick        Clement    73076LA CHAPELLE-DU-MONT-DU-CHAT                       SAVOIE                      RHONE-ALPES                   01264500451000378300435204
50686998Emmanuelle     Marechal   27504SACQUENVILLE                                      EURE                        HAUTE-NORMANDIE               21643806509804392310741707
50973710Bernard        Philippe   32043BELMONT                                           GERS                        MIDI-PYRENEES                 05673401756101315102602206
51413157Nicolas        Barre      56128MELRAND                                           MORBIHAN                    BRETAGNE                      02731100850700679701200705
51986205Paul           Leroux     33108CASTILLON-LA-BATAILLE                             GIRONDE                     AQUITAINE                     00272600092100091500089001
52130283Franck         Breton     91319JANVRY                                            ESSONNE                     ILE-DE-FRANCE                 07372402237501589403545503
52519261Helene         Charles    14749VIEUX-FUME                                        CALVADOS                    BASSE-NORMANDIE               04595001452501185201957305
52533879Hugo           Masson     27022AUBEVOYE                                          EURE                        HAUTE-NORMANDIE               02708600838600627901242104
53531136Julie          Dupuy      35008AVAILLES-SUR-SEICHE                               ILLE-ET-VILAINE             BRETAGNE                      01252000400500351900499603
53552305Vanessa        Rodriguez  28396TRIZAY-LES-BONNEVAL                               EURE-ET-LOIR                CENTRE                        01325400414200331500579705
54401220Annie          Roussel    57558PUTTIGNY                                          MOSELLE                     LORRAINE                      03813401161500824601827302
54777607Emma           Picard     02332FRESNES-EN-TARDENOIS                              AISNE                       PICARDIE                      09889602999002110904779706
55156782Kevin          Colin      80273EPLESSIER                                         SOMME                       PICARDIE                      02203200725900738700738607
55641587Antoine        Moreau     37107FERRIERE-LARCON                                   INDRE-ET-LOIRE              CENTRE                        02101800693400671900736504
56079454Marine         Perrin     71104CHARNAY-LES-CHALON                                SAONE-ET-LOIRE              BOURGOGNE                     04107301261800934701910805
56220116Matthieu       Dumont     07275SAINT-MELANY                                      ARDECHE                     RHONE-ALPES                   01843900577600462700803605
56452696Cecile         Picard     24435SAINT-LAURENT-DES-BATONS                          DORDOGNE                    AQUITAINE                     01158200361600288200508405
57161628Gerard         Tessier    55198FRESNES-EN-WOEVRE                                 MEUSE                       LORRAINE                      04503801382401015702105704
57415028Sabrina        Martinez   14424LE MESNIL-ROBERT                                  CALVADOS                    BASSE-NORMANDIE               01800400582700536700681003
57465660Valentin       Lebrun     34198PEROLS                                            HERAULT                     LANGUEDOC-ROUSSILLON          02728200844400606001277802
57470620Yannis         Renaud     38254MONTEYNARD                                        ISERE                       RHONE-ALPES                   00218900070000074300074602
57660628Isabelle       Caron      14454MOUEN                                             CALVADOS                    BASSE-NORMANDIE               00442200148600147300146302
57819983Lucas          Monnier    27584SAINT-PAUL-DE-FOURQUES                            EURE                        HAUTE-NORMANDIE               05687401733501247902706004
58066807Evelyne        Meunier    67152GEISPOLSHEIM                                      BAS-RHIN                    ALSACE                        00719400247400238600233401
58179560Pascal         Maillard   62831TROISVAUX                                         PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            00408800129000111200168603
58283093Patrice        Le Goff    91312IGNY                                              ESSONNE                     ILE-DE-FRANCE                 00633000212000210500210501
58327865Fabien         Boulanger  78396LE MESNIL-LE-ROI                                  YVELINES                    ILE-DE-FRANCE                 02301800720400536901044503
58777058Dominique      Fontaine   12153MONTJAUX                                          AVEYRON                     MIDI-PYRENEES                 10279803101602126605051603
60169338Pascal         Rodriguez  21713VONGES                                            COTE-D'OR                   BOURGOGNE                     08598102672202035403890509
60197745Jean-Pierre    Antoine    30301SAINT-VICTOR-DES-OULES                            GARD                        LANGUEDOC-ROUSSILLON          09369602868102077404424108
60475952Fabien         Boulanger  25458LES PLAINS-ET-GRANDS-ESSARTS                      DOUBS                       FRANCHE-COMTE                 00619100185700123800309601
60775582Annie          Colin      32421SAVIGNAC-MONA                                     GERS                        MIDI-PYRENEES                 03015100961800811201242105
60816889Sabrina        Le Gall    77526VINCY-MANOEUVRE                                   SEINE-ET-MARNE              ILE-DE-FRANCE                 00745200239600244400261204
61004167Mathieu        Clement    64496SAINT-PIERRE-D'IRUBE                              PYRENEES-ATLANTIQUES        AQUITAINE                     01528400526900493100508404
61582805Brigitte       Baron      71071CERON                                             SAONE-ET-LOIRE              BOURGOGNE                     00496200165400165400165402
61592804Elodie         Dupuy      02741THENELLES                                         AISNE                       PICARDIE                      01569800526900519700523204
61643938Jessica        Nicolas    54495SAULXURES-LES-NANCY                               MEURTHE-ET-MOSELLE          LORRAINE                      06464301996501488402979404
62133219Sandra         Berger     61348REVEILLON                                         ORNE                        BASSE-NORMANDIE               01586900528400524900533605
62396018Jonathan       Bernard    64104BEDOUS                                            PYRENEES-ATLANTIQUES        AQUITAINE                     02498200759100855500883605
62589232Alexis         Morel      55495SORBEY                                            MEUSE                       LORRAINE                      08357802542301801904013605
62897659Cyril          Meunier    41090FORTAN                                            LOIR-ET-CHER                CENTRE                        01191500397200399600394703
63232020Isabelle       Leger      31085BOUTX                                             HAUTE-GARONNE               MIDI-PYRENEES                 00420200139600141000139602
63336647Sabrina        Guillot    64285JUXUE                                             PYRENEES-ATLANTIQUES        AQUITAINE                     01019300338000337000344303
63553735Bernard        Benoit     67493TRIEMBACH-AU-VAL                                  BAS-RHIN                    ALSACE                        10896203286102258705351405
64191580Anne-marie     Leroy      36178SAINT-AIGNY                                       INDRE                       CENTRE                        00774000261000255600257401
64447185Kevin          Schneider  87160SAINT-LEGER-MAGNAZEIX                             HAUTE-VIENNE                LIMOUSIN                      00724700247100242400235202
