09486734Arnaud         Mallet     91240FONTAINE-LA-RIVIERE                               ESSONNE                     ILE-DE-FRANCE                 05296401588901059302648200
09654960Agnes          Roussel    45162GUIGNEVILLE                                       LOIRET                      CENTRE                        02019400615300441900962200
09861619Laure          Hamon      53124LAIGNE                                            MAYENNE                     PAYS DE LA LOIRE              01659200550800523600584800
10007732Nathalie       Hamon      60112BRUNVILLERS-LA-MOTTE                              OISE                        PICARDIE                      05311801652401310702348700
10034778Christophe     Weber      18072CORNUSSE                                          CHER                        CENTRE                        00327300109100109100109100
10447845Jean-Marc      Guillot    65411SASSIS                                            HAUTES-PYRENEES             MIDI-PYRENEES                 00364800122400121200121200
10618732Stephane       Carpentier 08335OMONT                                             ARDENNES                    CHAMPAGNE-ARDENNE             04175501296101013401866000
11367500Michele        Guillaume  10009ARRELLES                                          AUBE                        CHAMPAGNE-ARDENNE             00505800167200163000175600
11804886Agnes          Marie      52443SAILLY                                            HAUTE-MARNE                 CHAMPAGNE-ARDENNE             01480300484300462500533500
13171421Pascale        Rodriguez  33210JUILLAC                                           GIRONDE                     AQUITAINE                     06680602054201539303087100
13249378Maryse         Bonnet     76039LES AUTHIEUX-SUR-LE-PORT-SAINT-OUEN               SEINE-MARITIME              HAUTE-NORMANDIE               06363701942701394803026200
13363126Loic           Le Roux    12277TAUSSAC                                           AVEYRON                     MIDI-PYRENEES                 03424101061300821201541600
13469182Maxime         Pasquier   63454VERTOLAYE                                         PUY-DE-DOME                 AUVERGNE                      04848601478201093202277200
13831091Joel           Garcia     85304VOUILLE-LES-MARAIS                                VENDEE                      PAYS DE LA LOIRE              05977601859001448802669800
13975135Daniel         Noel       01133CRESSIN-ROCHEFORT                                 AIN                         RHONE-ALPES                   03898001208300931701758000
14656942Louis          Langlois   14223LE DETROIT                                        CALVADOS                    BASSE-NORMANDIE               04310401324901040201945300
15149589Quentin        Richard    37192REIGNAC-SUR-INDRE                                 INDRE-ET-LOIRE              CENTRE                        02171900666300493601012000
15250782Jacques        Gaillard   52541VITRY-LES-NOGENT                                  HAUTE-MARNE                 CHAMPAGNE-ARDENNE             03881801195100930701756000
15421720Thierry        Garnier    17337SAINT-GEORGES-D'OLERON                            CHARENTE-MARITIME           POITOU-CHARENTES              02817000845100563401408500
15471596Jean-Pierre    Robert     53002ALEXAIN                                           MAYENNE                     PAYS DE LA LOIRE              10311503174002387804749700
15598420Brigitte       Delaunay   26378VOLVENT                                           DROME                       RHONE-ALPES                   01093400306400399900387100
16006637Remi           Rey        47204PEYRIERE                                          LOT-ET-GARONNE              AQUITAINE                     07262002225501635103401400
16181573Pierre         Carlier    69050CHATILLON                                         RHONE                       RHONE-ALPES                   01889500660700636700592100
16414117Enzo           Leroux     31569VAUDREUILLE                                       HAUTE-GARONNE               MIDI-PYRENEES                 01246100417800416800411500
16494431Philippe       Daniel     22246POMMERET                                          COTES-D'ARMOR               BRETAGNE                      09151802816802080304254700
16680435Lucie          Paris      84069MALAUCENE                                         VAUCLUSE                    PROVENCE-ALPES-COTE D'AZUR    02002600612900453100936600
16920255Sophie         Leger      50096CANTELOUP                                         MANCHE                      BASSE-NORMANDIE               00763200254400256000252800
17012105Alexandre      Lambert    85116LA JONCHERE                                       VENDEE                      PAYS DE LA LOIRE              00400100127500110000162600
17203181Claude         Remy       09269SAINT-MARTIN-DE-CARALP                            ARIEGE                      MIDI-PYRENEES                 00819700271500266300281900
17524069Alexandre      Durand     85102GRAND'LANDES                                      VENDEE                      PAYS DE LA LOIRE              02708700846600676401185700
17660086Clara          Guichard   89392SERMIZELLES                                       YONNE                       BOURGOGNE                     01126700376000376000374700
17718624Jean-Paul      Millet     85185PUYRAVAULT                                        VENDEE                      PAYS DE LA LOIRE              03461301042700707601711000
17824067Rene           Weber      07064LE CHEYLARD                                       ARDECHE                     RHONE-ALPES                   01274600404100349300521200
18218172Vanessa        Royer      03321YZEURE                                            ALLIER                      AUVERGNE                      02779800929000838901011900
18249675Laura          Fontaine   89452VILLECIEN                                         YONNE                       BOURGOGNE                     01240300390500321600528200
18516247Claudine       Leroux     11309RENNES-LE-CHATEAU                                 AUDE                        LANGUEDOC-ROUSSILLON          01539300504900522500511900
19040400Christiane     Daniel     84143VENASQUE                                          VAUCLUSE                    PROVENCE-ALPES-COTE D'AZUR    00441800148300148200145300
19179761Maryse         Nicolas    25034AUXON-DESSOUS                                     DOUBS                       FRANCHE-COMTE                 02897600927000755401215200
19440206Sylvie         Berger     71282MARMAGNE                                          SAONE-ET-LOIRE              BOURGOGNE                     00656300212300222000222000
19449282Christine      Nicolas    44068GUENROUET                                         LOIRE-ATLANTIQUE            PAYS DE LA LOIRE              00826300276700276700272900
19651147Anne-marie     Pelletier  62572METZ-EN-COUTURE                                   PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            04969101509001080202379900
19696185Frederic       Fleury     57330HOLVING                                           MOSELLE                     LORRAINE                      04536301406301075002055000
19966291Julie          Remy       19230SAINT-PARDOUX-CORBIER                             CORREZE                     LIMOUSIN                      00587700195900195900195900
20182496Ludovic        Poirier    40268SAINT-LAURENT-DE-GOSSE                            LANDES                      AQUITAINE                     02022100648900544700828500
20204903Mathilde       Vincent    27467PONT-AUDEMER                                      EURE                        HAUTE-NORMANDIE               08754402679701890304184400
20648001Patrick        Lecomte    49226NOELLET                                           MAINE-ET-LOIRE              PAYS DE LA LOIRE              01976300630700544300801300
21043396Claire         Tessier    46236REILHAGUET                                        LOT                         MIDI-PYRENEES                 04008601208100823801976700
21062857Didier         Dubois     55252IRE-LE-SEC                                        MEUSE                       LORRAINE                      04648701422401039402186900
21315489Chantal        Da Silva   38537LA VERPILLIERE                                    ISERE                       RHONE-ALPES                   00698600256900219900221800
21326439Bernadette     Olivier    60275GLATIGNY                                          OISE                        PICARDIE                      03664601125500846501692600
21832264Baptiste       Lucas      50497SAINT-JORES                                       MANCHE                      BASSE-NORMANDIE               00768600258000256200254400
21888816Benjamin       Colin      64093BARCUS                                            PYRENEES-ATLANTIQUES        AQUITAINE                     00598700197100198800202800
22124774Celine         Dufour     21260FAIN-LES-MOUTIERS                                 COTE-D'OR                   BOURGOGNE                     04649101444701128602075800
22236205Ines           Marchand   78034AUTEUIL                                           YVELINES                    ILE-DE-FRANCE                 06487501995701567002924800
22536550Julie          Bailly     08239JUNIVILLE                                         ARDENNES                    CHAMPAGNE-ARDENNE             07901602432101792803676700
22626383Thierry        Charles    01298PLAGNE                                            AIN                         RHONE-ALPES                   05758001741601239702776700
23209454Pauline        Barthelemy 85240SAINT-MALO-DU-BOIS                                VENDEE                      PAYS DE LA LOIRE              03920301193800882901843600
23441679Didier         Collet     88063BOCQUEGNEY                                        VOSGES                      LORRAINE                      01349700447600440800461300
23515040Remi           Gerard     21035AUVILLARS-SUR-SAONE                               COTE-D'OR                   BOURGOGNE                     05500401664101156102680200
23875166Pascal         Bouchet    19239SAINT-ROBERT                                      CORREZE                     LIMOUSIN                      06512702012501454203046000
23928330Nicole         Blanc      56052DAMGAN                                            MORBIHAN                    BRETAGNE                      02334100747800629300957000
23955019Joel           Bouvier    04189SAINT-MARTIN-DE-BROMES                            ALPES-DE-HAUTE-PROVENCE     PROVENCE-ALPES-COTE D'AZUR    03870701210900849001810800
24261186Antoine        Da Silva   83069HYERES                                            VAR                         PROVENCE-ALPES-COTE D'AZUR    07417402299001689203429200
24527164Lionel         Antoine    19169PUY-D'ARNAC                                       CORREZE                     LIMOUSIN                      05791101818801427702544600
24649212Sandra         Collet     21646TROUHAUT                                          COTE-D'OR                   BOURGOGNE                     00557200172700133700250800
24683068Clement        Martin     70124CHAMPTONNAY                                       HAUTE-SAONE                 FRANCHE-COMTE                 07500502269201576203655100
24897586Danielle       Adam       35346TRIMER                                            ILLE-ET-VILAINE             BRETAGNE                      03876101237601074501564000
25398246Pierre         David      59608VENDEGIES-SUR-ECAILLON                            NORD                        NORD-PAS-DE-CALAIS            03665701189101141001335600
26158316Matthieu       Laporte    31041BAGIRY                                            HAUTE-GARONNE               MIDI-PYRENEES                 01387900442700461800483400
26513120Alain          Royer      52350NEUVELLE-LES-VOISEY                               HAUTE-MARNE                 CHAMPAGNE-ARDENNE             06538601994001439103105500
26685513Pierre         Delaunay   82049DONZAC                                            TARN-ET-GARONNE             MIDI-PYRENEES                 01191000406200401800383000
26932097Pascal         Besson     25202DOMPIERRE-LES-TILLEULS                            DOUBS                       FRANCHE-COMTE                 00168000050200057700060100
27062160Francois       Cousin     63313SAINT-ALYRE-ES-MONTAGNE                           PUY-DE-DOME                 AUVERGNE                      01139300350900394200394200
28302145Raphael        Charles    77430SAINT-PATHUS                                      SEINE-ET-MARNE              ILE-DE-FRANCE                 10187203072802083505030900
28455899Philippe       Arnaud     20161MOITA                                             HAUTE-CORSE                 CORSE                         08487902564501794804128600
28697516Jocelyne       Perret     55374NANT-LE-PETIT                                     MEUSE                       LORRAINE                      01464900488300488300488300
28741466Jocelyne       Barthelemy 38064CESSIEU                                           ISERE                       RHONE-ALPES                   00520200173400173400173400
29002209Fanny          Guichard   41189RILLY-SUR-LOIRE                                   LOIR-ET-CHER                CENTRE                        01252400417200403000432200
29353559Clement        Riviere    59467PONT-SUR-SAMBRE                                   NORD                        NORD-PAS-DE-CALAIS            04529901411601149501968800
29622637Cecile         Clement    01339SAINT-BERNARD                                     AIN                         RHONE-ALPES                   00872200296400287900287900
29639902Cyril          Marty      76492OUVILLE-LA-RIVIERE                                SEINE-MARITIME              HAUTE-NORMANDIE               00533000176900178100178000
30302648Frederic       Pichon     61220LA LANDE-SUR-EURE                                 ORNE                        BASSE-NORMANDIE               05535201694901279002561300
30614720Enzo           Bertrand   65211GUCHAN                                            HAUTES-PYRENEES             MIDI-PYRENEES                 05285301584201100302600800
30940824Jean-Marc      Gauthier   70120CHAMPAGNEY                                        HAUTE-SAONE                 FRANCHE-COMTE                 04504401366900983502154000
31031541Morgane        Laurent    53190LE RIBAY                                          MAYENNE                     PAYS DE LA LOIRE              01038300337200346900354200
31148347Angelique      Collet     27285GIVERNY                                           EURE                        HAUTE-NORMANDIE               05599101689001156002754100
31159124Didier         David      89198GURGY                                             YONNE                       BOURGOGNE                     04144901319501086001739400
31487098Joel           Benard     76030AUBERMESNIL-BEAUMAIS                              SEINE-MARITIME              HAUTE-NORMANDIE               05927301820401352302754600
31781157Christelle     Rolland    16138FLEAC                                             CHARENTE                    POITOU-CHARENTES              03014600997100944001073500
31902615Christiane     Jacquet    76410MAROMME                                           SEINE-MARITIME              HAUTE-NORMANDIE               01458200534300462600461300
32095948Claire         Klein      14728VAUCELLES                                         CALVADOS                    BASSE-NORMANDIE               03960501218400909001833100
32126138Lucas          Philippe   62766SAINT-OMER-CAPELLE                                PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            02541100778800574001188300
32216402Anne           Marchal    55347LES MONTHAIRONS                                   MEUSE                       LORRAINE                      01354800408900280900665000
32370726Mathilde       Daniel     36061CROZON-SUR-VAUVRE                                 INDRE                       CENTRE                        05541901704201303102534600
32643427Amelie         Cousin     26061BREN                                              DROME                       RHONE-ALPES                   09838702957101990504891100
32676569Alain          Besson     38175FROGES                                            ISERE                       RHONE-ALPES                   00806600268000234600304000
33046985Guy            Deschamps  67257LAMPERTSLOCH                                      BAS-RHIN                    ALSACE                        02334300760600750100823600
33103345Patricia       Germain    07279SAINT-MONTAN                                      ARDECHE                     RHONE-ALPES                   00321600106800106600108200
33224562Bruno          Marechal   69254VALSONNE                                          RHONE                       RHONE-ALPES                   03565001091500830701642800
33254118Lionel         Prevost    86221SAINT-GENEST-D'AMBIERE                            VIENNE                      POITOU-CHARENTES              01585100528800527500528800
33452146Dominique      Menard     14510LA POMMERAYE                                      CALVADOS                    BASSE-NORMANDIE               01415100462400478200474500
33470816Cecile         Guyot      39078BREVANS                                           JURA                        FRANCHE-COMTE                 07292102275301691703325100
33541933Emmanuelle     Renard     56198ROHAN                                             MORBIHAN                    BRETAGNE                      10019803006002004405009400
34039073Julien         Charles    09037BARJAC                                            ARIEGE                      MIDI-PYRENEES                 02997400960900786801249700
34189210Manon          Marechal   76594SAINT-JEAN-DU-CARDONNAY                           SEINE-MARITIME              HAUTE-NORMANDIE               01581200526300528600526300
34302005Clara          Bourgeois  19261SORNAC                                            CORREZE                     LIMOUSIN                      02898700890800757901250000
34721298Sebastien      Etienne    26187MOLIERES-GLANDAZ                                  DROME                       RHONE-ALPES                   02822400847300567001408100
34817564Genevieve      Poirier    60400LE MESNIL-SUR-BULLES                              OISE                        PICARDIE                      01852400615300621400615700
35109360Mathieu        Jacob      95012AMENUCOURT                                        VAL-D'OISE                  ILE-DE-FRANCE                 01881600603700537700740200
35891210Beatrice       Dumas      83141TRANS-EN-PROVENCE                                 VAR                         PROVENCE-ALPES-COTE D'AZUR    00986300307200236400442700
36384417Thomas         Girard     77112CHEVRAINVILLIERS                                  SEINE-ET-MARNE              ILE-DE-FRANCE                 03383401026100734401622900
36491063Lea            Bouchet    66047CAUDIES-DE-CONFLENT                               PYRENEES-ORIENTALES         LANGUEDOC-ROUSSILLON          04469501306801032902129800
37081663Marine         Lacroix    61309NOCE                                              ORNE                        BASSE-NORMANDIE               14207204265102853107089000
38171029Francoise      Lamy       39380NANCUISE                                          JURA                        FRANCHE-COMTE                 02524600808300712201004100
38260866Laurent        Roussel    88513VINCEY                                            VOSGES                      LORRAINE                      01161700390700379300391700
38611427Julie          Perrin     71120CHAUFFAILLES                                      SAONE-ET-LOIRE              BOURGOGNE                     01678000527000423400727600
39076216Danielle       Boulanger  73103DRUMETTAZ-CLARAFOND                               SAVOIE                      RHONE-ALPES                   12281603799802685105796700
39107533Christian      Vasseur    26173MARCHES                                           DROME                       RHONE-ALPES                   02753200890800730901131500
39202850Marine         Richard    59294HAYNECOURT                                        NORD                        NORD-PAS-DE-CALAIS            00458200153100153100152000
39786892Laure          Germain    14702TOURNAY-SUR-ODON                                  CALVADOS                    BASSE-NORMANDIE               08977702712101873804391800
39826330Paul           Chauvin    46202MONTDOUMERC                                       LOT                         MIDI-PYRENEES                 01063800365200357200341400
39925966Christelle     Berger     53153MEZANGERS                                         MAYENNE                     PAYS DE LA LOIRE              01414600424300282900707400
40309825Valerie        Martin     62263DAINVILLE                                         PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            01161300388800385400387100
40330886Marine         Huet       47281SAINT-URCISSE                                     LOT-ET-GARONNE              AQUITAINE                     00307300102200102900102200
40424394Sebastien      Laporte    55197FRESNES-AU-MONT                                   MEUSE                       LORRAINE                      00734100244100245900244100
40453026Xavier         Lejeune    59028AUBY                                              NORD                        NORD-PAS-DE-CALAIS            01666000541300467500657200
40719214Anne-marie     Lejeune    43136MONISTROL-D'ALLIER                                HAUTE-LOIRE                 AUVERGNE                      03887701179600838401869700
40978144Jacqueline     Lacroix    54526TOMBLAINE                                         MEURTHE-ET-MOSELLE          LORRAINE                      00574200200900172900200400
41014271Vanessa        Boulanger  67536WINDSTEIN                                         BAS-RHIN                    ALSACE                        02682000843500721901116600
41176125Caroline       Tessier    32301ORDAN-LARROQUE                                    GERS                        MIDI-PYRENEES                 05094201575401191502327300
41715191Jean-Michel    Jean       73077LES CHAPELLES                                     SAVOIE                      RHONE-ALPES                   00666700213400223100230200
41998390Bruno          Nicolas    71145CORMATIN                                          SAONE-ET-LOIRE              BOURGOGNE                     01946300585500395700965100
42268099Kevin          Clement    65359PEYRIGUERE                                        HAUTES-PYRENEES             MIDI-PYRENEES                 00553800184600184600184600
42476029Mickael        Blanchard  32302ORNEZAN                                           GERS                        MIDI-PYRENEES                 06748902055701469103224100
43144488Amelie         Garcia     49061CHALLAIN-LA-POTHERIE                              MAINE-ET-LOIRE              PAYS DE LA LOIRE              02617700796400568301253000
43525420Pascal         Poirier    74173MEGEVE                                            HAUTE-SAVOIE                RHONE-ALPES                   04503701362500949802191400
44143535Marion         Humbert    95582SANNOIS                                           VAL-D'OISE                  ILE-DE-FRANCE                 08547202611301799104136800
44283796Yannick        Brunet     62276DOUVRIN                                           PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            06153601862901289103001600
44472013Laure          Barbier    60555ROUVROY-LES-MERLES                                OISE                        PICARDIE                      03045600933700690101421800
44492792Carole         Humbert    41263TREHET                                            LOIR-ET-CHER                CENTRE                        02086200666300560500859400
44498300Marine         Bouvier    14764PONT-D'OUILLY                                     CALVADOS                    BASSE-NORMANDIE               01038500345000348500345000
44703324Denis          Lopez      56233SAINT-PHILIBERT                                   MORBIHAN                    BRETAGNE                      00515600174600171100169900
45018731Arnaud         Prevost    53053CHAMPGENETEUX                                     MAYENNE                     PAYS DE LA LOIRE              04482501364300976802141400
45262060Marine         Schneider  43061CHASPINHAC                                        HAUTE-LOIRE                 AUVERGNE                      01737500550300469400717800
46336790Mireille       Breton     16360SALLES-DE-BARBEZIEUX                              CHARENTE                    POITOU-CHARENTES              02050900650100548200852600
46365108Bernard        Roger      14163CLEVILLE                                          CALVADOS                    BASSE-NORMANDIE               10217503147402331404738700
46490937Jeremy         Rolland    60650TRUMILLY                                          OISE                        PICARDIE                      00321300106700107900106700
46954453Sandra         Marty      20318TAGLIO-ISOLACCIO                                  HAUTE-CORSE                 CORSE                         07143502183001497403463100
47496813Brigitte       Masson     51359MECRINGES                                         MARNE                       CHAMPAGNE-ARDENNE             07470602295101713303462200
47685730Yves           Pelletier  88351PLOMBIERES-LES-BAINS                              VOSGES                      LORRAINE                      01813900560000445800808100
47805553Pascale        Louis      80390GRIVESNES                                         SOMME                       PICARDIE                      01993400663600666200663600
47820949Pierre         Laporte    87040CHATEAUNEUF-LA-FORET                              HAUTE-VIENNE                LIMOUSIN                      05533701695201285902552600
48076270Jean-Claude    Fontaine   62768SAINT-REMY-AU-BOIS                                PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            01273300398400330400544500
48459285Martine        Marie      35260SAINT-CHRISTOPHE-DES-BOIS                         ILLE-ET-VILAINE             BRETAGNE                      01363400450200457500455700
48709414Adrien         Adam       48153SAINT-GAL                                         LOZERE                      LANGUEDOC-ROUSSILLON          02246300705400685100855800
48855116Gilles         Marie      14031LES AUTHIEUX-PAPION                               CALVADOS                    BASSE-NORMANDIE               04362401329500946802086100
48880966Agnes          Gaillard   71526SOLUTRE-POUILLY                                   SAONE-ET-LOIRE              BOURGOGNE                     06304501924001396302984200
48932584Benoit         Muller     27092BOSGUERARD-DE-MARCOUVILLE                         EURE                        HAUTE-NORMANDIE               00619700201100186100232500
49679310Gerard         Pasquier   77042BOISSY-LE-CHATEL                                  SEINE-ET-MARNE              ILE-DE-FRANCE                 00478700157000155500166200
49842273Thierry        Lejeune    04161MEOLANS-REVEL                                     ALPES-DE-HAUTE-PROVENCE     PROVENCE-ALPES-COTE D'AZUR    08454002515301797704141000
50284958Patrick        Clement    73076LA CHAPELLE-DU-MONT-DU-CHAT                       SAVOIE                      RHONE-ALPES                   01264500451000378300435200
50686998Emmanuelle     Marechal   27504SACQUENVILLE                                      EURE                        HAUTE-NORMANDIE               15477304659803159007658500
50973710Bernard        Philippe   32043BELMONT                                           GERS                        MIDI-PYRENEES                 04583501429101097102057300
51413157Nicolas        Barre      56128MELRAND                                           MORBIHAN                    BRETAGNE                      02149500676200563400909900
51986205Paul           Leroux     33108CASTILLON-LA-BATAILLE                             GIRONDE                     AQUITAINE                     00272600092100091500089000
52130283Franck         Breton     91319JANVRY                                            ESSONNE                     ILE-DE-FRANCE                 05339901627801182902529200
52519261Helene         Charles    14749VIEUX-FUME                                        CALVADOS                    BASSE-NORMANDIE               04595001452501185201957300
52533879Hugo           Masson     27022AUBEVOYE                                          EURE                        HAUTE-NORMANDIE               02708600838600627901242100
53531136Julie          Dupuy      35008AVAILLES-SUR-SEICHE                               ILLE-ET-VILAINE             BRETAGNE                      01252000400500351900499600
53552305Vanessa        Rodriguez  28396TRIZAY-LES-BONNEVAL                               EURE-ET-LOIR                CENTRE                        01325400414200331500579700
54401220Annie          Roussel    57558PUTTIGNY                                          MOSELLE                     LORRAINE                      03813401161500824601827300
54777607Emma           Picard     02332FRESNES-EN-TARDENOIS                              AISNE                       PICARDIE                      08035502442701740103852700
55156782Kevin          Colin      80273EPLESSIER                                         SOMME                       PICARDIE                      02203200725900738700738600
55641587Antoine        Moreau     37107FERRIERE-LARCON                                   INDRE-ET-LOIRE              CENTRE                        02101800693400671900736500
56079454Marine         Perrin     71104CHARNAY-LES-CHALON                                SAONE-ET-LOIRE              BOURGOGNE                     04107301261800934701910800
56220116Matthieu       Dumont     07275SAINT-MELANY                                      ARDECHE                     RHONE-ALPES                   00870300285500268000316800
56452696Cecile         Picard     24435SAINT-LAURENT-DES-BATONS                          DORDOGNE                    AQUITAINE                     00560200182200168600209400
57161628Gerard         Tessier    55198FRESNES-EN-WOEVRE                                 MEUSE                       LORRAINE                      02701900841800655301204800
57415028Sabrina        Martinez   14424LE MESNIL-ROBERT                                  CALVADOS                    BASSE-NORMANDIE               01800400582700536700681000
57465660Valentin       Lebrun     34198PEROLS                                            HERAULT                     LANGUEDOC-ROUSSILLON          02728200844400606001277800
57470620Yannis         Renaud     38254MONTEYNARD                                        ISERE                       RHONE-ALPES                   00218900070000074300074600
57660628Isabelle       Caron      14454MOUEN                                             CALVADOS                    BASSE-NORMANDIE               00442200148600147300146300
57819983Lucas          Monnier    27584SAINT-PAUL-DE-FOURQUES                            EURE                        HAUTE-NORMANDIE               04030501236400916501877600
58066807Evelyne        Meunier    67152GEISPOLSHEIM                                      BAS-RHIN                    ALSACE                        00719400247400238600233400
58179560Pascal         Maillard   62831TROISVAUX                                         PAS-DE-CALAIS               NORD-PAS-DE-CALAIS            00408800129000111200168600
58283093Patrice        Le Goff    91312IGNY                                              ESSONNE                     ILE-DE-FRANCE                 00633000212000210500210500
58327865Fabien         Boulanger  78396LE MESNIL-LE-ROI                                  YVELINES                    ILE-DE-FRANCE                 02301800720400536901044500
58777058Dominique      Fontaine   12153MONTJAUX                                          AVEYRON                     MIDI-PYRENEES                 07496902266701570003660200
60169338Pascal         Rodriguez  21713VONGES                                            COTE-D'OR                   BOURGOGNE                     07523402349801820503353100
60197745Jean-Pierre    Antoine    30301SAINT-VICTOR-DES-OULES                            GARD                        LANGUEDOC-ROUSSILLON          05921401833601387702700100
60475952Fabien         Boulanger  25458LES PLAINS-ET-GRANDS-ESSARTS                      DOUBS                       FRANCHE-COMTE                 00619100185700123800309600
60775582Annie          Colin      32421SAVIGNAC-MONA                                     GERS                        MIDI-PYRENEES                 02140100699300636200804600
60816889Sabrina        Le Gall    77526VINCY-MANOEUVRE                                   SEINE-ET-MARNE              ILE-DE-FRANCE                 00745200239600244400261200
61004167Mathieu        Clement    64496SAINT-PIERRE-D'IRUBE                              PYRENEES-ATLANTIQUES        AQUITAINE                     01528400526900493100508400
61582805Brigitte       Baron      71071CERON                                             SAONE-ET-LOIRE              BOURGOGNE                     00496200165400165400165400
61592804Elodie         Dupuy      02741THENELLES                                         AISNE                       PICARDIE                      01569800526900519700523200
61643938Jessica        Nicolas    54495SAULXURES-LES-NANCY                               MEURTHE-ET-MOSELLE          LORRAINE                      06464301996501488402979400
62133219Sandra         Berger     61348REVEILLON                                         ORNE                        BASSE-NORMANDIE               01586900528400524900533600
62396018Jonathan       Bernard    64104BEDOUS                                            PYRENEES-ATLANTIQUES        AQUITAINE                     02498200759100855500883600
62589232Alexis         Morel      55495SORBEY                                            MEUSE                       LORRAINE                      06608002017401451903138700
62897659Cyril          Meunier    41090FORTAN                                            LOIR-ET-CHER                CENTRE                        01191500397200399600394700
63232020Isabelle       Leger      31085BOUTX                                             HAUTE-GARONNE               MIDI-PYRENEES                 00420200139600141000139600
63336647Sabrina        Guillot    64285JUXUE                                             PYRENEES-ATLANTIQUES        AQUITAINE                     01019300338000337000344300
63553735Bernard        Benoit     67493TRIEMBACH-AU-VAL                                  BAS-RHIN                    ALSACE                        05488001663601177002647400
64191580Anne-marie     Leroy      36178SAINT-AIGNY                                       INDRE                       CENTRE                        00774000261000255600257400
64447185Kevin          Schneider  87160SAINT-LEGER-MAGNAZEIX                             HAUTE-VIENNE                LIMOUSIN                      00724700247100242400235200
64722244Virginie       Henry      22040COADOUT                                           COTES-D'ARMOR               BRETAGNE                      01957800595000423300939500
