34721298Sebastien      Etienne    2618750
34817564Genevieve      Poirier    6040025
35109360Mathieu        Jacob      9501245
35891210Beatrice       Dumas      8314135
36384417Thomas         Girard     7711250
36491063Lea            Bouchet    6604735
37081663Marine         Lacroix    6130910
38171029Francoise      Lamy       3938050
38260866Laurent        Roussel    8851320
38611427Julie          Perrin     7112050
39076216Danielle       Boulanger  7310315
39107533Christian      Vasseur    2617315
39202850Marine         Richard    5929440
39449014Josiane        Lamy       4613840
39786892Laure          Germain    1470210
39826330Paul           Chauvin    4620235
39925966Christelle     Berger     5315330
40309825Valerie        Martin     6226310
40330886Marine         Huet       4728125
40424394Sebastien      Laporte    5519735
40453026Xavier         Lejeune    5902845
40719214Anne-marie     Lejeune    4313640
40978144Jacqueline     Lacroix    5452650
41014271Vanessa        Boulanger  6753620
41176125Caroline       Tessier    3230130
41715191Jean-Michel    Jean       7307715
41998390Bruno          Nicolas    7114520
42268099Kevin          Clement    6535950
42361247Josiane        Muller     0329420
42476029Mickael        Blanchard  3230210
43144488Amelie         Garcia     4906150
43525420Pascal         Poirier    7417350
44143535Marion         Humbert    9558225
44251337Michele        Riviere    5100530
44283796Yannick        Brunet     6227640
44420783Daniel         Meunier    8007745
44472013Laure          Barbier    6055510
44492792Carole         Humbert    4126350
44498300Marine         Bouvier    1476430
44703324Denis          Lopez      5623315
45018731Arnaud         Prevost    5305325
45262060Marine         Schneider  4306140
46336790Mireille       Breton     1636040
46365108Bernard        Roger      1416330
46490937Jeremy         Rolland    6065045
46954453Sandra         Marty      2031830
47496813Brigitte       Masson     5135945
47685730Yves           Pelletier  8835130
47805553Pascale        Louis      8039050
47820949Pierre         Laporte    8704030
48076270Jean-Claude    Fontaine   6276815
48459285Martine        Marie      3526015
48709414Adrien         Adam       4815320
48855116Gilles         Marie      1403125
48880966Agnes          Gaillard   7152640
48932584Benoit         Muller     2709245
49679310Gerard         Pasquier   7704210
49842273Thierry        Lejeune    0416130
50284958Patrick        Clement    7307620
50686998Emmanuelle     Marechal   2750410
50973710Bernard        Philippe   3204335
51413157Nicolas        Barre      5612825
51867904Philippe       Blanchard  3764445
51986205Paul           Leroux     3310850
52130283Franck         Breton     9131920
52519261Helene         Charles    1474910
52533879Hugo           Masson     2702235
53465980Dominique      Robin      3832510
53531136Julie          Dupuy      3500825
53552305Vanessa        Rodriguez  2839645
54401220Annie          Roussel    5755810
54777607Emma           Picard     0233215
55156782Kevin          Colin      8027310
55641587Antoine        Moreau     3710740
56079454Marine         Perrin     7110445
56220116Matthieu       Dumont     0727545
56452696Cecile         Picard     2443550
57161628Gerard         Tessier    5519835
57415028Sabrina        Martinez   1442430
57465660Valentin       Lebrun     3419810
57470620Yannis         Renaud     3825440
57660628Isabelle       Caron      1445440
57819983Lucas          Monnier    2758425
58066807Evelyne        Meunier    6715230
58179560Pascal         Maillard   6283135
58283093Patrice        Le Goff    9131235
58327865Fabien         Boulanger  7839630
58777058Dominique      Fontaine   1215320
58934858Benjamin       Leger      4115250
59079620Marie          Julien     8061725
60169338Pascal         Rodriguez  2171315
60197745Jean-Pierre    Antoine    3030145
60475952Fabien         Boulanger  2545845
60775582Annie          Colin      3242140
60816889Sabrina        Le Gall    7752620
61004167Mathieu        Clement    6449630
61582805Brigitte       Baron      7107135
61592804Elodie         Dupuy      0274125
61643938Jessica        Nicolas    5449510
62133219Sandra         Berger     6134810
62396018Jonathan       Bernard    6410410
62589232Alexis         Morel      5549515
62897659Cyril          Meunier    4109010
63232020Isabelle       Leger      3108515
63336647Sabrina        Guillot    6428535
63553735Bernard        Benoit     6749345
64191580Anne-marie     Leroy      3617830
64447185Kevin          Schneider  8716025
64690071Nadine         Le Goff    2161150
64722244Virginie       Henry      2204030
65657764Melanie        Gautier    8504540
65916530Lucas          Renaud     7236230
66041220Francois       Langlois   2811330
66624951David          Etienne    1426435
66729197Agnes          Lemoine    5028945
66743645Corinne        Colin      7922630
66895471Philippe       Fontaine   0709650
67057585Lucie          Etienne    6240730
67619898Sandrine       Renault    3947720
67621841Chloe          Collin     5237825
68233533Florence       Bonnet     4308910
68944821Michael        Leblanc    0406220
69413986Valerie        Da Silva   1201750
69636642Laetitia       Noel       3316950
69949299Laure          Mallet     6424130
70015747Jean-Marc      Millet     3617430
70081647Quentin        Dupuis     7119825
70272182Angelique      Klein      5904310
70293521Christiane     Monnier    6301550
70480996Florence       Breton     7925140
70616243Genevieve      Lemaire    2746710
70621833Justine        Lemaitre   2035215
70696029Stephane       Remy       7922030
71434187Pascal         Henry      7020610
72152910Serge          Laurent    0248420
72181194Nicolas        Tessier    3414935
72795271Emma           Richard    8934625
72905457Yves           Mallet     3022130
73603262Herve          Renaud     6052015
74617565Jerome         Faure      1715345
74940374Eric           Schneider  6512550
75249161Damien         Gerard     2634725
75268929Sabrina        Girard     3148745
75422940Marine         Rey        8940545
75648011Matthieu       Reynaud    8902425
75653188Georges        Moulin     5751115
75655668Laure          Picard     7222110
75996408Serge          Millet     0734650
76200862Remi           Lemaire    0410645
76292017Matthieu       Hubert     6065835
76443915Catherine      Fontaine   5602015
76750483Isabelle       Muller     4308840
77015359David          Masson     6001945
77196295Justine        Philippe   0228215
77360698Thomas         Durand     4314440
77685245Fabrice        Robert     1209025
77859060Jeremy         Andre      5625845
78046790Anais          Martin     6017520
78250608Stephane       Gilbert    9408115
78813097Guy            Laurent    8902440
78878980Lucie          Martinez   6929545
79127728Emma           Joly       5038840
79240926Ines           Noel       5033915
79757352Magali         Menard     6432220
80321210Cedric         Jacquet    7023510
80417789Francis        Riviere    7024235
80519477Bernadette     Leroy      7228420
80574918Lionel         Andre      0123340
80586047Laurence       Roger      0515735
80604740Elisabeth      Blanc      2726825
81025221Laura          Fabre      6736425
81377293Bernadette     Renaud     8942450
81451682Herve          Deschamps  7631640
81524731Jean-Michel    Thomas     8078750
81797175Aurelie        Robin      3230915
82038958Jonathan       Prevost    2237040
82260226Antoine        Carpentier 5018035
82296060Laurence       Jacquet    6031240
82357600Sylvie         Rey        2210840
82623679Pauline        Fleury     6718450
83928423Danielle       Cousin     5776135
84644797Dominique      Barbier    3151225
84727063Benoit         Durand     3529325
84892435Nathalie       Hoarau     1637810
84914804Anais          Poirier    2746740
84925947Frederic       Duval      6823950
85015785Jocelyne       Garcia     5726915
85164216Jean-Paul      Barthelemy 3207725
85421967Christiane     Monnier    8414950
85471154Ines           Le Roux    1121510
85919817Annie          Blanchard  6212235
86195997Fabienne       Herve      5956940
86365491Bernard        Grondin    6424215
86393366Florian        Dubois     2154445
86697369Christian      Lemoine    6744920
86942863Amandine       Hamon      4202515
86976141Remi           Menard     3853650
87073870Lucas          Perrot     0927540
87298086Anne-marie     Perret     5032840
87452790Nathalie       Meunier    5002640
88183579Rene           Huet       7404025
88579116Danielle       Giraud     4414745
88604827Delphine       Gerard     5932115
88680447Joel           Boucher    5443315
89057327Sonia          Leclerc    5810345
89501135Morgane        Poulain    4723610
89721608Fanny          Roux       1006825
89745557Jean-Claude    Antoine    5540735
89753296Severine       Humbert    7033435
90225645Stephanie      Perrier    6286320
90422544Eric           Breton     0727030
91059838Michael        Lucas      4223830
91535476Emmanuel       Julien     0610245
91957440Sylvain        Charpentier4704425
92067675Nicole         Marie      2549420
92205978Sabrina        Richard    3414350
92311834Herve          Leger      0242120
92823410Matthieu       Bertin     2702715
92875316Myriam         Boulanger  5163615
93204204Lucas          Antoine    9155220
93258275Amelie         Bertrand   6051740
93281334Denis          Blanchard  7147015
93444734Chloe          Blanc      5816830
93446137Jean-Luc       Pasquier   5100640
93485852Carole         Roux       8051650
93609826Yannick        Charpentier1454510
93620378Jacqueline     Millet     8521145
93780174Fabrice        Rousseau   7841315
93840301Georges        Simon      6705725
94281893Pauline        Philippe   0264130
94741308Laurence       Germain    3714420
94834225Stephanie      Brunet     5216915
94873108Serge          Guerin     5821020
94993822Myriam         Menard     3213910
95009814Guy            Bailly     0130420
95023773Maryse         Michaud    2765350
95061842Caroline       Simon      8845740
95108960Evelyne        Simon      5136930
95253813Elodie         Moulin     6217130
95259534Sandra         Julien     3013520
95296199Carole         Collin     0711750
95361262Sandra         Pelletier  5039520
95439545Nadine         Muller     6706930
95815066Melanie        Gilbert    7650110
95946859Josiane        Vidal      4909235
95960806Joel           Jacob      6288320
96044785Laure          Dumas      0816530
96100925Florian        Guerin     1227120
96151941Christine      Gillet     2769750
96334222Jean-Luc       Dubois     2738650
96484912Daniel         Bailly     8502130
96581183Laurence       Millet     6306615
96939549Delphine       Michaud    1601725
97041477Brigitte       Le Roux    1572515
97105286Estelle        Le Roux    7602830
97306114Melanie        Masson     3214425
97944583Andre          Leroy      3306945
98078022Karine         Robert     8931510
99722133Hugo           Guyot      0210550
